0|iata_code|1|name_eng|2|city_rus|3|country_rus
SXQ|SXQ|Soldotna|Soldotna|||США|США
SXR|SXR|Srinagar|Srinagar|Сринагар|Сринагар|Индия|Индия
SXS|SXS|Sahabat 16|Sahabat 16|Сахабат-16|Сахабат-16|Малайзия|Малайзия
SXT|SXT|Taman Negara|Taman Negara|Таман Негара|Таман Негара|Малайзия|Малайзия
SXU|SXU|Soddu|Soddu|Содду|Содду|Эфиопия|Эфиопия
SXV|SXV|Salem|Salem|||Индия|Индия
SXW|SXW|Sauren|Sauren|||Норвегия|Норвегия
SXX|SXX|Sao Felix Do Xingu|Sao Felix Do Xingu|||Бразилия|Бразилия
SXY|SXY|Sidney|Sidney|||США|США
SXZ|SXZ|Siirt|Siirt|Сиирт|Сиирт|Турция|Турция
SYA|SYA|Shemya AFB|Shemya AFB|||США|США
SYB|SYB|Seal Bay|Seal Bay|||США|США
SYC|SYC|Shiringayoc|Shiringayoc|||Перу|Перу
SYD|SYD|Kingsford Smith|Kingsford Smith|Сидней|Сидней|Австралия|Австралия
SYE|SYE|Sadah|Sadah|Сада|Сада|Йемен|Йемен
SYF|SYF|Silva Bay|Silva Bay|||Колумбия|Колумбия
SYG|SYG|Spitsberg|Spitsberg|||Норвегия|Норвегия
SYH|SYH|Syangboche|Syangboche|||Непал|Непал
SYI|SYI|Bomar Field|Bomar Field|||США|США
SYJ|SYJ|Sirjan|Sirjan|||Иран|Иран
SYK|SYK|Stykkisholmur|Stykkisholmur|Стиккишолмур|Стиккишолмур|Исландия|Исландия
SYL|SYL|Roberts AAF|Roberts AAF|Сан-Мигель|Сан-Мигель|Канада|Канада
SYM|SYM|Simao|Simao|Симан|Симан|Китай|Китай
SYN|SYN|Carleton|Carleton|||США|США
SYO|SYO|Shonai|Shonai|Сонай|Сонай|Япония|Япония
SYP|SYP|Santiago|Santiago|Сантьяго|Сантьяго|Парагвай|Парагвай
SYR|SYR|Syracuse Hancock International Airport|Syracuse Hancock International Airport|Сиракус|Сиракус|США|США
SYS|SYS|Yeosu|Yeosu|||Южная Корея|Южная Корея
SYT|SYT|Charolais Bourgogne S.|Charolais Bourgogne S.|||Франция|Франция
SYU|SYU|Warraber Island|Warraber Island|||Австралия|Австралия
SYV|SYV|Sylvester|Sylvester|||США|США
SYW|SYW|Sehwen Sharif|Sehwen Sharif|||Либерия|Либерия
SYX|SYX|Fenghuang International (Phoenix International)|Fenghuang International (Phoenix International)|Санья|Санья|Китай|Китай
SYY|SYY|Stornoway|Stornoway|||Великобритания|Великобритания
SYZ|SYZ|Shiraz|Shiraz|Шираз|Шираз|Иран|Иран
SZA|SZA|Soyo|Soyo|Сойо|Сойо|Ангола|Ангола
SZB|SZB|Sultan Abdul Aziz Shah|Sultan Abdul Aziz Shah|Куала-Лумпур|Куала-Лумпур|Малайзия|Малайзия
SZC|SZC|Guanacaste|Guanacaste|Санта-Круз-Айленд|Санта-Круз-Айленд|Коста-Рика|Коста-Рика
SZD|SZD|Sheffield City Airport|Sheffield City Airport|Шеффилд|Шеффилд|Великобритания|Великобритания
SZE|SZE|Semera Airport|Semera Airport|||Малайзия|Малайзия
SZF|SZF|Carsamba|Carsamba|Самсун|Самсун|Турция|Турция
SZG|SZG|W. A. Mozart|W. A. Mozart|Зальцбург|Зальцбург|Австрия|Австрия
SZH|SZH|Senipah|Senipah|Сенипах|Сенипах|Индонезия|Индонезия
SZI|SZI|Zaisan|Zaisan|Зайсан|Зайсан|Казахстан|Казахстан
SZJ|SZJ|Siguanea|Siguanea|||Куба|Куба
SZK|SZK|Skukuza|Skukuza|Скукуза|Скукуза|ЮАР|ЮАР
SZL|SZL|Whiteman AFB|Whiteman AFB|Варренсбург|Варренсбург|США|США
SZM|SZM|Sesriem|Sesriem|Сезрим|Сезрим|Намибия|Намибия
SZN|SZN|Santa Cruz Island|Santa Cruz Island|Санта-Барбара-Ба|Санта-Барбара-Ба|Колумбия|Колумбия
SZO|SZO|Shanzhou|Shanzhou|||Китай|Китай
SZP|SZP|Oxnard|Oxnard|||США|США
SZQ|SZQ|Saenz Pena|Saenz Pena|Саенц-Пена|Саенц-Пена|Аргентина|Аргентина
SZR|SZR|Stara Zagora|Stara Zagora|Стара-Загора|Стара-Загора|Болгария|Болгария
SZS|SZS|Stewart Island|Stewart Island|Стюарт-Айленд|Стюарт-Айленд|Новая Зеландия|Новая Зеландия
SZT|SZT|San Cristobal Airport|San Cristobal Airport|||Мексика|Мексика
SZU|SZU|Segou|Segou|Сегу|Сегу|Мали|Мали
SZV|SZV|Suzhou|Suzhou|Сучжоу|Сучжоу|Китай|Китай
SZW|SZW|Parchim Airport|Parchim Airport|Шверин|Шверин|Германия|Германия
SZX|SZX|Shenzhen|Shenzhen|Шэньчжэнь|Шэньчжэнь|Китай|Китай
SZY|SZY|Mazury|Mazury|||Польша|Польша
SZZ|SZZ|Goleniow|Goleniow|Щецин|Щецин|Польша|Польша
TAA|TAA|Tarapaina|Tarapaina|Тарапайна|Тарапайна|Соломоновы острова|Соломоновы острова
TAB|TAB|Crown Point Airport|Crown Point Airport|||Тринидад и Тобаго|Тринидад и Тобаго
TAC|TAC|D.Z. Romualdez|D.Z. Romualdez|||Филиппины|Филиппины
TAD|TAD|Las Animas|Las Animas|Тринидад|Тринидад|США|США
TAE|TAE|Daegu|Daegu|Даегу|Даегу|Южная Корея|Южная Корея
TAF|TAF|Tafaraoui|Tafaraoui|Оран|Оран|Алжир|Алжир
TAG|TAG|Tagbilaran|Tagbilaran|Тагбиларан|Тагбиларан|Филиппины|Филиппины
TAH|TAH|Tanna|Tanna|||Вануату|Вануату
TAI|TAI|Al Janad|Al Janad|||Йемен|Йемен
TAJ|TAJ|Tadji|Tadji|Айтейп|Айтейп|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TAK|TAK|Takamatsu|Takamatsu|Такаматсу|Такаматсу|Япония|Япония
TAL|TAL|Ralph Calhoun|Ralph Calhoun|Танана|Танана|США|США
TAM|TAM|Gen F Javier Mina|Gen F Javier Mina|Тампико|Тампико|Мексика|Мексика
TAN|TAN|Tangalooma|Tangalooma|Тангалума|Тангалума|Австралия|Австралия
TAO|TAO|Qingdao|Qingdao|Куаньдян|Куаньдян|Китай|Китай
TAP|TAP|Tapachula International|Tapachula International|Тапашула|Тапашула|Мексика|Мексика
TAQ|TAQ|Tarcoola|Tarcoola|Таркула|Таркула|Австралия|Австралия
TAR|TAR|M. A. Grottag|M. A. Grottag|Таранто|Таранто|Италия|Италия
TAS|TAS|Yuzhny|Yuzhny|Ташкент|Ташкент|Узбекистан|Узбекистан
TAT|TAT|Poprad/tatry|Poprad/tatry|Попрад|Попрад|Словакия|Словакия
TAU|TAU|Tauramena|Tauramena|Таурамена|Таурамена|Колумбия|Колумбия
TAV|TAV|Tau|Tau|||Американское Самоа|Американское Самоа
TAW|TAW|Tacuarembo|Tacuarembo|Такуарембо|Такуарембо|Уругвай|Уругвай
TAX|TAX|Taliabu|Taliabu|Талиабу|Талиабу|Индонезия|Индонезия
TAY|TAY|Tartu|Tartu|Тарту|Тарту|Эстония|Эстония
TAZ|TAZ|Dashoguz|Dashoguz|||Туркменистан|Туркменистан
TBA|TBA|Tabibuga|Tabibuga|Табибуга|Табибуга|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TBB|TBB|Tuy Hoa|Tuy Hoa|Туй-Хоа|Туй-Хоа|Вьетнам|Вьетнам
TBC|TBC|Tuba City|Tuba City|||Гамбия|Гамбия
TBD|TBD|Timbiqui|Timbiqui|Тимбуки|Тимбуки|Колумбия|Колумбия
TBE|TBE|Timbunke|Timbunke|Тимбунке|Тимбунке|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TBF|TBF|Tabiteuea North|Tabiteuea North|Табитуа-Норт|Табитуа-Норт|Кирибати|Кирибати
TBG|TBG|Tabubil|Tabubil|Табубил|Табубил|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TBH|TBH|Romblon|Romblon|Таблас|Таблас|Филиппины|Филиппины
TBI|TBI|New Bright|New Bright|Зе-Байт|Зе-Байт|Багамские острова|Багамские острова
TBJ|TBJ|Tabarka|Tabarka|Табарка|Табарка|Тунис|Тунис
TBK|TBK|Timber Creek|Timber Creek|Тимбер-Крик|Тимбер-Крик|Новая Зеландия|Новая Зеландия
TBL|TBL|Tableland|Tableland|Тейблленд|Тейблленд|Австралия|Австралия
TBM|TBM|Tumbang Samba|Tumbang Samba|Тумбанг-Самба|Тумбанг-Самба|Индонезия|Индонезия
TBN|TBN|Forney AAF|Forney AAF|||США|США
TBO|TBO|Tabora|Tabora|Табора|Табора|Танзания|Танзания
TBP|TBP|Tumbes|Tumbes|Тумбес|Тумбес|Перу|Перу
TBQ|TBQ|Tarabo|Tarabo|Тарабо|Тарабо|Судан|Судан
TBR|TBR|Statesboro-Bulloch County Airport|Statesboro-Bulloch County Airport|||США|США
TBS|TBS|Lochini (novo Alexeyevka)|Lochini (novo Alexeyevka)|Тбилиси|Тбилиси|Грузия|Грузия
TBT|TBT|Internacional|Internacional|||Бразилия|Бразилия
TBV|TBV|Tabal|Tabal|||Чили|Чили
TBW|TBW|Tambov|Tambov|Тамбов|Тамбов|Россия|Россия
TBX|TBX|Taabo|Taabo|||Кот д&#039;Ивуар|Кот д&#039;Ивуар
TBY|TBY|Tsabong|Tsabong|||Ботсвана|Ботсвана
TBZ|TBZ|Tabriz|Tabriz|Табриз|Табриз|Иран|Иран
TCA|TCA|Tennant Creek|Tennant Creek|Теннант Крик|Теннант Крик|Австралия|Австралия
TCB|TCB|Treasure Cay|Treasure Cay|||Багамские острова|Багамские острова
TCC|TCC|Tucumcari|Tucumcari|Тукумкари|Тукумкари|США|США
TCD|TCD|Tarapaca|Tarapaca|Тарапака|Тарапака|Колумбия|Колумбия
TCE|TCE|Tulcea|Tulcea|Тулча|Тулча|Румыния|Румыния
TCF|TCF|Tocoa|Tocoa|Токоа|Токоа|Гондурас|Гондурас
TCG|TCG|Tacheng|Tacheng|||Китай|Китай
TCH|TCH|Tchibanga|Tchibanga|Чибанга|Чибанга|Габон|Габон
TCJ|TCJ|Torembi Airport|Torembi Airport|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
TCK|TCK|Tinboli Airport|Tinboli Airport|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
TCL|TCL|Van De Graaf|Van De Graaf|||США|США
TCM|TCM|McChord AFB|McChord AFB|||США|США
TCN|TCN|Tehuacan|Tehuacan|Теуакан|Теуакан|Мексика|Мексика
TCO|TCO|La Florida|La Florida|Тумако|Тумако|Колумбия|Колумбия
TCP|TCP|Taba International|Taba International|Таба|Таба|Египет|Египет
TCQ|TCQ|Tacna|Tacna|||Перу|Перу
TCR|TCR|Tuticorin|Tuticorin|||Индия|Индия
TCS|TCS|Municipal|Municipal|||США|США
TCT|TCT|Takotna|Takotna|||США|США
TCU|TCU|Thaba Nchu|Thaba Nchu|||ЮАР|ЮАР
TCV|TCV|Tete|Tete|Тете|Тете|Мозамбик|Мозамбик
TCW|TCW|Tocumwal|Tocumwal|||Австралия|Австралия
TCX|TCX|Tabas|Tabas|||Иран|Иран
TCY|TCY|Terrace Bay|Terrace Bay|||Канада|Канада
TDA|TDA|Trinidad|Trinidad|Тринидад|Тринидад|Колумбия|Колумбия
TDB|TDB|Tetabedi|Tetabedi|||Кирибати|Кирибати
TDD|TDD|Trinidad|Trinidad|Тринидад|Тринидад|Боливия|Боливия
TDG|TDG|Tandag|Tandag|Тандаг|Тандаг|Филиппины|Филиппины
TDJ|TDJ|Tadjoura|Tadjoura|Таджура|Таджура|Джибути|Джибути
TDK|TDK|Taldy-Kurgan|Taldy-Kurgan|Талды-Курган|Талды-Курган|Казахстан|Казахстан
TDL|TDL|Tandil|Tandil|Тандиль|Тандиль|Аргентина|Аргентина
TDN|TDN|Theda Station|Theda Station|||Турция|Турция
TDO|TDO|Winlock|Winlock|Толедо|Толедо|Колумбия|Колумбия
TDR|TDR|Theodore|Theodore|Теодоре|Теодоре|Великобритания|Великобритания
TDS|TDS|Sasereme|Sasereme|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
TDT|TDT|Tanda Tula|Tanda Tula|Танда Тула|Танда Тула|ЮАР|ЮАР
TDV|TDV|Tanandava|Tanandava|Танандава|Танандава|Мадагаскар|Мадагаскар
TDW|TDW|Tradewind|Tradewind|Амарильо|Амарильо|США|США
TDX|TDX|Trat|Trat|Трат|Трат|Таиланд|Таиланд
TDZ|TDZ|Toledo|Toledo|Толедо|Толедо|США|США
TEA|TEA|Tela|Tela|Тела|Тела|Гондурас|Гондурас
TEB|TEB|Teterboro|Teterboro|||США|США
TEC|TEC|Telemaco Borba|Telemaco Borba|||Бразилия|Бразилия
TED|TED|Thisted|Thisted|Тистед|Тистед|Дания|Дания
TEE|TEE|Tbessa|Tbessa|Тбесса|Тбесса|Алжир|Алжир
TEF|TEF|Telfer|Telfer|||Австралия|Австралия
TEG|TEG|Tenkodogo|Tenkodogo|Тенкодого|Тенкодого|Буркина-Фасо|Буркина-Фасо
TEH|TEH|Tetlin|Tetlin|||США|США
TEI|TEI|Tezu|Tezu|Тезу|Тезу|Индия|Индия
TEK|TEK|Tatitlek|Tatitlek|||США|США
TEL|TEL|Telupid|Telupid|Телупид|Телупид|Малайзия|Малайзия
TEM|TEM|Temora|Temora|||Австралия|Австралия
TEN|TEN|Tongren|Tongren|||Китай|Китай
TEO|TEO|Terapo|Terapo|Терапо|Терапо|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TEP|TEP|Teptep|Teptep|Тептеп|Тептеп|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TEQ|TEQ|Corlu|Corlu|Текиргад|Текиргад|Турция|Турция
TER|TER|Lajes Ab|Lajes Ab|||Португалия|Португалия
TES|TES|Tessenei|Tessenei|Тессеней|Тессеней|Эритрея|Эритрея
TET|TET|Matundo|Matundo|Тете|Тете|Мозамбик|Мозамбик
TEU|TEU|Manapouri|Manapouri|Те Анау|Те Анау|Новая Зеландия|Новая Зеландия
TEW|TEW|Tohid|Tohid|||Мадагаскар|Мадагаскар
TEX|TEX|Telluride|Telluride|||США|США
TEY|TEY|Thingeyri|Thingeyri|Тингейри|Тингейри|Исландия|Исландия
TEZ|TEZ|Salonibari|Salonibari|Тезпур|Тезпур|Индия|Индия
TFB|TFB|Tifalmin|Tifalmin|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
TFC|TFC|Taormina Harbour|Taormina Harbour|Таормина|Таормина|Италия|Италия
TFF|TFF|Tefe|Tefe|Тефе|Тефе|Бразилия|Бразилия
TFI|TFI|Tufi|Tufi|Туфи|Туфи|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TFL|TFL|Teofilo Otoni|Teofilo Otoni|||Бразилия|Бразилия
TFM|TFM|Telefomin|Telefomin|Телефомин|Телефомин|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TFN|TFN|Tenerife Norte (Los Rodeos)|Tenerife Norte (Los Rodeos)|Тенерифе|Тенерифе|Испания|Испания
TFR|TFR|Ramadan|Ramadan|Рамадан|Рамадан|Египет|Египет
TFS|TFS|Sur Reina Sofia|Sur Reina Sofia|Тенерифе|Тенерифе|Испания|Испания
TFT|TFT|Taftan|Taftan|Тафтан|Тафтан|Швеция|Швеция
TFY|TFY|Tarfaya|Tarfaya|Тарфая|Тарфая|Марокко|Марокко
TGB|TGB|Tagbita|Tagbita|||Филиппины|Филиппины
TGD|TGD|Golubovci|Golubovci|||Черногория|Черногория
TGE|TGE|Sharpe Field|Sharpe Field|||США|США
TGF|TGF|Tignes|Tignes|Тинье|Тинье|Франция|Франция
TGG|TGG|Sultan Mahmood|Sultan Mahmood|Куала-Теренгану|Куала-Теренгану|Малайзия|Малайзия
TGH|TGH|Tongoa|Tongoa|Тонгоа|Тонгоа|Вануату|Вануату
TGI|TGI|Tingo Maria|Tingo Maria|Тинго-Мария|Тинго-Мария|Перу|Перу
TGJ|TGJ|Tiga|Tiga|Тига|Тига|Черногория|Черногория
TGL|TGL|Tagula|Tagula|Тагула|Тагула|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TGM|TGM|Transilvania|Transilvania|Тиргу Мурес|Тиргу Мурес|Румыния|Румыния
TGN|TGN|La Trobe  Regional|La Trobe  Regional|||Австралия|Австралия
TGO|TGO|Tongliao|Tongliao|Тонглян|Тонглян|Китай|Китай
TGQ|TGQ|Tangara da Serra|Tangara da Serra|Тангара де Серра|Тангара де Серра|Бразилия|Бразилия
TGR|TGR|Touggourt|Touggourt|||Алжир|Алжир
TGS|TGS|Chokwe|Chokwe|||Мозамбик|Мозамбик
TGT|TGT|Tanga|Tanga|Танга|Танга|Танзания|Танзания
TGU|TGU|Toncontin|Toncontin|Тегусигальпа|Тегусигальпа|Гондурас|Гондурас
TGV|TGV|Targovishte|Targovishte|Тарговиште|Тарговиште|Буркина-Фасо|Буркина-Фасо
TGX|TGX|Tingrela|Tingrela|||Кот д&#039;Ивуар|Кот д&#039;Ивуар
TGZ|TGZ|Llano San Juan|Llano San Juan|Тухтла-Гутьеррес|Тухтла-Гутьеррес|Мексика|Мексика
THA|THA|Tullahoma/William Northern Field|Tullahoma/William Northern Field|||США|США
THB|THB|Thaba-Tseka|Thaba-Tseka|||Лесото|Лесото
THC|THC|Tchien|Tchien|Тчиен|Тчиен|Либерия|Либерия
THE|THE|Senador Petrфnio Portella|Senador Petrфnio Portella|Терезина|Терезина|Бразилия|Бразилия
THF|THF|Tempelhof|Tempelhof|Берлин|Берлин|Германия|Германия
THG|THG|Thangool|Thangool|||Австралия|Австралия
THH|THH|Taharoa|Taharoa|Тахароа|Тахароа|Новая Зеландия|Новая Зеландия
THI|THI|Tichitt|Tichitt|Тишитт|Тишитт|Мавритания|Мавритания
THK|THK|Thakhek|Thakhek|Тхакхек|Тхакхек|Таиланд|Таиланд
THL|THL|Tachilek|Tachilek|Тачилек|Тачилек|Мьянма|Мьянма
THM|THM|Thompsonfield|Thompsonfield|||США|США
THN|THN|Trollhattan|Trollhattan|Тролльхеттан|Тролльхеттан|Швеция|Швеция
THO|THO|Thorshofn|Thorshofn|Торсхофн|Торсхофн|Исландия|Исландия
THP|THP|Hot Springs|Hot Springs|Термополис|Термополис|США|США
THR|THR|Mehrabad/ghaleh Morghi|Mehrabad/ghaleh Morghi|Техран|Техран|Иран|Иран
THS|THS|Sukhothai|Sukhothai|||Таиланд|Таиланд
THT|THT|Tamchakett|Tamchakett|Тамшакет|Тамшакет|Мавритания|Мавритания
THU|THU|Pituffik|Pituffik|||Гренландия|Гренландия
THV|THV|York Airport|York Airport|||США|США
THY|THY|Thohoyandou|Thohoyandou|||Египет|Египет
THZ|THZ|Tahoua|Tahoua|Тахуа|Тахуа|Нигер|Нигер
TIA|TIA|Rinas Mother Teresa|Rinas Mother Teresa|||Албания|Албания
TIB|TIB|Tibu|Tibu|Тибу|Тибу|Колумбия|Колумбия
TIC|TIC|Tinak Island|Tinak Island|||Маршалловы острова|Маршалловы острова
TID|TID|Bouchekif Abde Al-hafidh Boussof|Bouchekif Abde Al-hafidh Boussof|Тиарет|Тиарет|Сенегал|Сенегал
TIE|TIE|Tippi|Tippi|Типпи|Типпи|Эфиопия|Эфиопия
TIF|TIF|Taif|Taif|Таиф|Таиф|Саудовская Аравия|Саудовская Аравия
TIG|TIG|Tingwon|Tingwon|Тингвон|Тингвон|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TIH|TIH|Tikehau Atoll|Tikehau Atoll|Тикехау-Атолл|Тикехау-Атолл|Французская Полинезия|Французская Полинезия
TII|TII|Tirinkot|Tirinkot|Таринкот|Таринкот|Афганистан|Афганистан
TIJ|TIJ|General A. L. Rodriguez Intl|General A. L. Rodriguez Intl|Тихуана|Тихуана|Мексика|Мексика
TIK|TIK|Tinker AFB|Tinker AFB|Оклахома Сити|Оклахома Сити|США|США
TIL|TIL|Inverlake|Inverlake|||Канада|Канада
TIM|TIM|Timika|Timika|||Индонезия|Индонезия
TIN|TIN|Tindouf|Tindouf|Тиндуф|Тиндуф|Алжир|Алжир
TIO|TIO|Tilin|Tilin|Тилин|Тилин|Мьянма|Мьянма
TIP|TIP|International|International|Триполи|Триполи|Ливия|Ливия
TIQ|TIQ|Tinian|Tinian|||Северные Марианские острова|Северные Марианские острова
TIR|TIR|Tirupati|Tirupati|Тирупати|Тирупати|Индия|Индия
TIS|TIS|Thursday Island|Thursday Island|||Австралия|Австралия
TIU|TIU|Timaru|Timaru|Тимару|Тимару|Новая Зеландия|Новая Зеландия
TIV|TIV|Tivat|Tivat|Тиват|Тиват|Черногория|Черногория
TIW|TIW|Industrial|Industrial|Такома|Такома|США|США
TIX|TIX|Space Center Exect.|Space Center Exect.|||США|США
TIY|TIY|Tidjikja|Tidjikja|Тиджикья|Тиджикья|Мавритания|Мавритания
TIZ|TIZ|Tari|Tari|Тари|Тари|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TJA|TJA|Tarija|Tarija|||Боливия|Боливия
TJB|TJB|Tanjung Balai|Tanjung Balai|||Индонезия|Индонезия
TJC|TJC|Ticantiki|Ticantiki|||Панама|Панама
TJG|TJG|Tanjung Warukin|Tanjung Warukin|||Индонезия|Индонезия
TJH|TJH|Tajima|Tajima|||Япония|Япония
TJI|TJI|Capiro|Capiro|Трухилло|Трухилло|Гондурас|Гондурас
TJK|TJK|Tokat|Tokat|Токат|Токат|Турция|Турция
TJM|TJM|Roschino|Roschino|Тюмень|Тюмень|Россия|Россия
TJN|TJN|Takume|Takume|||Французская Полинезия|Французская Полинезия
TJQ|TJQ|Bulutumbang|Bulutumbang|||Индонезия|Индонезия
TJS|TJS|Tanjung Selor|Tanjung Selor|||Индонезия|Индонезия
TJV|TJV|Thanjavur|Thanjavur|Тханджавур|Тханджавур|Индия|Индия
TKA|TKA|Talkeetna|Talkeetna|||США|США
TKB|TKB|Tekadu|Tekadu|Текаду|Текаду|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TKC|TKC|Tiko|Tiko|Тико|Тико|Камерун|Камерун
TKD|TKD|Takoradi|Takoradi|Такоради|Такоради|Гана|Гана
TKE|TKE|Tenakee SPB|Tenakee SPB|||США|США
TKF|TKF|Truckee-Tahoe|Truckee-Tahoe|||США|США
TKG|TKG|Branti|Branti|Бандар-Лампунг|Бандар-Лампунг|Индонезия|Индонезия
TKH|TKH|Nakhon Sawan|Nakhon Sawan|Такхли|Такхли|Таиланд|Таиланд
TKI|TKI|Tokeen|Tokeen|||США|США
TKJ|TKJ|Tok|Tok|||США|США
TKK|TKK|Truk|Truk|||Микронезия|Микронезия
TKL|TKL|Taku SPB|Taku SPB|||США|США
TKM|TKM|El Peten|El Peten|Тикал|Тикал|Гватемала|Гватемала
TKN|TKN|Tokunoshima|Tokunoshima|||Япония|Япония
TKO|TKO|Tlokoeng|Tlokoeng|Тлокоэнг|Тлокоэнг|Лесото|Лесото
TKP|TKP|Takapoto|Takapoto|Такапото|Такапото|Французская Полинезия|Французская Полинезия
TKQ|TKQ|Kigoma|Kigoma|Кигома|Кигома|Танзания|Танзания
TKR|TKR|Thakurgaon|Thakurgaon|Такургаон|Такургаон|Бангладеш|Бангладеш
TKS|TKS|Tokushima|Tokushima|Токушима|Токушима|Япония|Япония
TKT|TKT|Tak|Tak|Так|Так|Таиланд|Таиланд
TKU|TKU|Turku|Turku|Турку|Турку|Финляндия|Финляндия
TKV|TKV|Tatakoto|Tatakoto|Татакото|Татакото|Французская Полинезия|Французская Полинезия
TKW|TKW|Tekin|Tekin|Текин|Текин|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TKX|TKX|Takaroa|Takaroa|Такароа|Такароа|Французская Полинезия|Французская Полинезия
TKY|TKY|Turkey Creek|Turkey Creek|||Австралия|Австралия
TKZ|TKZ|Tokoroa|Tokoroa|||Новая Зеландия|Новая Зеландия
TLA|TLA|Teller|Teller|||США|США
TLB|TLB|Tarbela|Tarbela|Тарбела|Тарбела|Пакистан|Пакистан
TLC|TLC|Licenciado Adolfo Lopez Mateos International|Licenciado Adolfo Lopez Mateos International|||Мексика|Мексика
TLD|TLD|Limpopo Valley|Limpopo Valley|||Ботсвана|Ботсвана
TLE|TLE|Tulear|Tulear|Тулеар|Тулеар|Мадагаскар|Мадагаскар
TLF|TLF|Telida|Telida|||США|США
TLG|TLG|Tulagi Island|Tulagi Island|||Соломоновы острова|Соломоновы острова
TLH|TLH|Tallahassee Regional Airport|Tallahassee Regional Airport|Таллахасси|Таллахасси|США|США
TLI|TLI|Tolitoli|Tolitoli|Толитоли|Толитоли|Индонезия|Индонезия
TLJ|TLJ|Tatalina AFS|Tatalina AFS|Таталина|Таталина|США|США
TLK|TLK|Talknafjordur|Talknafjordur|Талкнафьордур|Талкнафьордур|Исландия|Исландия
TLL|TLL|Ulemiste|Ulemiste|Таллинн|Таллинн|Эстония|Эстония
TLM|TLM|Zenata|Zenata|||Алжир|Алжир
TLN|TLN|Le Palyvestre|Le Palyvestre|Хиерес|Хиерес|Франция|Франция
TLO|TLO|Tol|Tol|Тол|Тол|Аргентина|Аргентина
TLP|TLP|Tumolbil|Tumolbil|Тумболбил|Тумболбил|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TLR|TLR|Mefford Field|Mefford Field|||США|США
TLS|TLS|Blagnac|Blagnac|Тулуз|Тулуз|Франция|Франция
TLT|TLT|Tuluksak|Tuluksak|||США|США
TLU|TLU|Tolu|Tolu|Толу|Толу|Колумбия|Колумбия
TLV|TLV|Ben Gurion Intl|Ben Gurion Intl|||Израиль|Израиль
TLW|TLW|Talasea|Talasea|Таласеа|Таласеа|Марокко|Марокко
TLX|TLX|Talca|Talca|Талька|Талька|Эфиопия|Эфиопия
TLZ|TLZ|Catalao|Catalao|||Бразилия|Бразилия
TMA|TMA|Henry Tift Myers|Henry Tift Myers|||США|США
TMB|TMB|Tamiami|Tamiami|Майами|Майами|США|США
TMC|TMC|Tjilik Riwut|Tjilik Riwut|Тамболака|Тамболака|Индонезия|Индонезия
TMD|TMD|Timbedra|Timbedra|Тимбедра|Тимбедра|Мавритания|Мавритания
TME|TME|Tame|Tame|Таме|Таме|Колумбия|Колумбия
TMG|TMG|Tomanggong|Tomanggong|Томангонг|Томангонг|Малайзия|Малайзия
TMH|TMH|Tanahmerah|Tanahmerah|Танахмерах|Танахмерах|Китай|Китай
TMI|TMI|Tumling Tar|Tumling Tar|||Непал|Непал
TMJ|TMJ|Termez|Termez|Термез|Термез|Узбекистан|Узбекистан
TMK|TMK|Tamky|Tamky|Тамки|Тамки|Вьетнам|Вьетнам
TML|TML|Tamale|Tamale|Тамале|Тамале|Гана|Гана
TMM|TMM|Tamatave|Tamatave|Таматаве|Таматаве|Мадагаскар|Мадагаскар
TMN|TMN|Tamana Island|Tamana Island|||Кирибати|Кирибати
TMO|TMO|Tumeremo|Tumeremo|Тумеремо|Тумеремо|Венесуэла|Венесуэла
TMP|TMP|Tampere-pirkkala|Tampere-pirkkala|Тампере|Тампере|Финляндия|Финляндия
TMQ|TMQ|Tambao|Tambao|Тамбао|Тамбао|Буркина-Фасо|Буркина-Фасо
TMR|TMR|Aguemar|Aguemar|Таманрассет|Таманрассет|Алжир|Алжир
TMS|TMS|Sao Tome Is|Sao Tome Is|||Сан-Томе и Принсипи|Сан-Томе и Принсипи
TMT|TMT|Trombetas|Trombetas|||Бразилия|Бразилия
TMU|TMU|Tambor|Tambor|Тамбор|Тамбор|Коста-Рика|Коста-Рика
TMW|TMW|Tamworth Regional Airport|Tamworth Regional Airport|Тамворт|Тамворт|Австралия|Австралия
TMX|TMX|Timimoun|Timimoun|Тимимун|Тимимун|Алжир|Алжир
TMY|TMY|Tiom|Tiom|||Индонезия|Индонезия
